Zakład;Zawiadomienie;Rodzaj zawiadomienia;Utworzono dnia;Utworzone przez;Początek zakłócenia;Pocz. zakłóc. (godz.);Koniec zakłócenia;Koniec zakłóc.(godz.);Żądane rozpoczęcie;Żądana godzina rozp.;Żądane zakończenie;Żądana godz. zak.;Przestój;Urządzenie;Lokalizacja funkc.;Dotyczy urządzenia;Lokalizacja;Stanowisko robocze;Opis;Czas przestoju;Jedn. czasu przest.;Nr zlecenia;Status zawiadomienia;Opis;Notification Long Text;Grupa planistów;Wpływ;Dot. lokaliz. funkc.;Problem;Kod uszkodzenia;Tekst dot. szkody;Część obiektu;Kod części obiektu;Tek. kodu części ob.;Tekst pozycji;Przyczyna;Kod przyczyny;Tekst kodu przyczyny;Tekst przyczyny;Rodzaj zlecenia;Krótki tekst;Status systemu;Ozn. lokaliz. funkc.;Line functional location;Ozn. lokaliz. funkc.;Oznaczenie obiektu;Oznaczenie obiektu
PLPA;12679578;1P;07.06.2025;KOWALROBE1;07.06.2025;17:24:35;;00:00:00;07.06.2025;17:24:35;;00:00:00;X;10127265;PLPA-PR-U21-010179-002;;UGP21;90300020;USTERKA CZUJNIKA;0,00E+00;H;50000224867;PRZL WTZW;;;P02;3;;;;;;;;;;;;;PLM1;USTERKA CZUJNIKA;ZWOL DMNK KWS  NPT  PRRO;FC PAKOWANIE IFC T75 2;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T75 2;
PLPA;12679579;1P;07.06.2025;KOWALROBE1;07.06.2025;17:28:25;;00:00:00;07.06.2025;17:28:25;;00:00:00;X;10116483;PLPA-PR-U11-010716;;UGP11;90300020;USTERKA PRZEKAŹNIKA I GRZAŁKI;0,00E+00;H;50000224868;PRZL WTZW;;;P11;3;;;;;;;;;;;;;PLM1;USTERKA PRZEKAŹNIKA I GRZAŁKI;ZAK  DMNK KWS  NPT  PRRO;LINIA WAŻĄCO-PAKUJĄCA 7 RAFFAELLO;PLPA-PR-U11;UGP11 RAFFAELLO;1-Szafa sterownicza linii;
PLPA;12679586;1P;07.06.2025;DZIERHUBE1;07.06.2025;14:16:50;08.06.2025;09:36:19;07.06.2025;14:22:21;08.06.2025;00:46:32;X;10126105;PLPA-PR-U12-011312-001;10126105;UGP12;90300020;Awaria mąki;1,93E+01;H;50000225002;MOBI PRZL ZWZK;;07.06.2025 14:18:26 CET HUBERT DZIERŻANOWSKI (DZIERHUBE1) Blokowanie mąki w filtrze ---------------------------------------- 0;P05;3;PLPA-PR-U12-011312-001;ZPM5;105;Zatkanie;;;;;;;;;PLM1;Awaria mąki;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;NUTELLA B-READY PREPARACJA;PLPA-PR-U12-011312;NUTELLA B-READY;1-Dozowanie surowców sypkich;1-Dozowanie surowców sypkich
PLPA;12679589;1P;07.06.2025;KOLOSLUKA1;07.06.2025;19:05:53;07.06.2025;19:20:00;07.06.2025;18:35:00;07.06.2025;19:05:00;X;10107617;PLPA-PR-U22-010325-002;10107617;UGP22;90300020;NIEPRAWIDŁOWY WYDRUK Z DRUKARKI;2,35E-01;H;50000224945;PRZL ZWZK;;07.06.2025 19:07:22 CET ŁUKASZ KOŁOSOWSKI (KOLOSLUKA1) Mycie drukarki i zmiana parametrów.;P12;3;PLPA-PR-U22-010325-002;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;NIEPRAWIDŁOWY WYDRUK Z DRUKARKI;ZWOL CZPT BrMt KWS  PRRO;KJ 1 PAKOWANIE;PLPA-PR-U22-010325;KJ LINIA 1;1-Zespół kartoniarki K7;1-Zespół kartoniarki K7
PLPA;12679596;1P;07.06.2025;WATALARTU1;07.06.2025;15:36:34;;00:00:00;07.06.2025;15:36:34;;00:00:00;X;10110103;PLPA-PR-U31-012120;10110103;UGP31;90300020;ZAPCHANY MLYNEK;0,00E+00;H;50000225003;PRZL WTZW;;07.06.2025 15:37:51 CET Artur WATAŁA (WATALARTU1) udroznienie zapchanego mlynka;P03;3;PLPA-PR-U31-012120;ZPM5;105;Zatkanie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;112;Niska jakość części zamiennych;;PLM1;ZAPCHANY MLYNEK;ZAK  CZPT BrMt KWS  PRRO;Rozdrabnianie kakao;PLPA-PR-U31;UGP31 NUTELLA + TOASTING;1-Młynek;1-Młynek
PLPA;12679599;1P;07.06.2025;GOZDZRAFA2;07.06.2025;17:07:13;;00:00:00;07.06.2025;17:07:13;;00:00:00;X;10108496;PLPA-PR-U32-012015;;UGP32;90300020;DEMONTOWANIE ZASLEPEK;0,00E+00;H;50000225004;PRZL WTZW;;;P03;3;;;;;;;;;;;;;PLM1;DEMONTOWANIE ZASLEPEK;ZAK  CZPT BrMt KWS  PRRO;Dezodorator 1;PLPA-PR-U32;UGP32 PREPARATION + DEOD.;1-Zesp. Wymienników;
PLPA;12679607;1P;07.06.2025;GAWROPIOT1;07.06.2025;15:35:13;08.06.2025;17:45:51;08.06.2025;07:53:36;08.06.2025;17:30:51;;10103387;PLPA-PR-U21-010123-007;10103387;UGP21;90300020;Przypalona czekolada na uszczelniaczu;0,00E+00;H;50000224834;MOBI PRZL ZWZK;;07.06.2025 15:38:35 CET PIOTR GAWROŃSKI (GAWROPIOT1) Temperówka czekolady ---------------------------------------- 08.06.2025;P02;1;PLPA-PR-U21-010123-007;ZPM5;106;Wyciek;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;104;Zła jakość opakowania lub surowców;;PLM6;Przypalona czekolada na uszczelniaczu;ZWOL CZPT DMNK KWS  MOBI NPT  PRRO;FC Urządzenia przygotowania półproduktu;PLPA-PR-U21-010123;FIGURA CAVA;1-Temperówka czekolady OPM;1-Temperówka czekolady OPM
PLPA;12679614;1P;07.06.2025;PLATOKARO2;07.06.2025;15:30:57;07.06.2025;15:49:20;07.06.2025;15:00:57;07.06.2025;15:34:20;X;10101719;PLPA-PR-U42-011442-003;10101719;UGP42;90300020;USZKODZONA FOTOKOMRKA NA WYJCIU ROBOTA;3,06E-01;H;50000224699;PRZL ZWZK;;07.06.2025 15:34:39 CET Karol Płatos (PLATOKARO2) wymiana fotokomorki od obecnosci pudelka przy zakladaniu covera;P04;3;PLPA-PR-U42-011442-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONA FOTOKOMRKA NA WYJCIU ROBOTA;ZAK  CZPT DMNK KWS  NPT  PRRO;KBW 1. Pakowanie;PLPA-PR-U42-011442;KBW 1/COCO;1-Robot 5 T15;1-Robot 5 T15
PLPA;12679618;1P;07.06.2025;KOLICPATR2;07.06.2025;21:14:29;;00:00:00;07.06.2025;21:14:29;;00:00:00;X;10127266;PLPA-PR-U21-010179-002;;UGP21;90300020;PRZEWODY;0,00E+00;H;50000225101;PRZL WTZW;;;P02;3;;;;;;;;;;;;;PLM6;PRZEWODY;ZWOL CZPT DMNK KWS  NPT  PRRO;FC PAKOWANIE IFC T75 2;PLPA-PR-U21-010123;FIGURA CAVA;1-Winda odbierająca IFC T75 2;
PLPA;12679626;1P;07.06.2025;ZIELIPIOT1;07.06.2025;15:03:15;;00:00:00;07.06.2025;17:05:28;;00:00:00;X;10158831;PLPA-PR-U11-010703-006;10158831;UGP11;90300020;Awaria zamykania kartonu zbiorczego;0,00E+00;H;50000224964;MOBI PRZL WTZW;;;P11;3;PLPA-PR-U11-010703-006;;;;;;;;;;;;PLM1;Awaria zamykania kartonu zbiorczego;ZAK  CZPT BrMt KWS  MOBI PRRO;LINIE PAKUJĄCE T1,T3,T4-2,3 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakująca zbiorcza MW 05/06;1-Linia pakująca zbiorcza MW 05/06
PLPA;12679629;1P;07.06.2025;KOLOSLUKA1;07.06.2025;18:06:03;07.06.2025;18:45:00;07.06.2025;18:05:00;07.06.2025;18:30:00;X;10107621;PLPA-PR-U22-010325-002;10107621;UGP22;90300020;USZKODZONY CZUJNIK;6,49E-01;H;50000224831;PRZL ZWZK;;07.06.2025 19:04:41 CET ŁUKASZ KOŁOSOWSKI (KOLOSLUKA1) Wymiana czujnika od pozycji przekładacza wprowadzającego produkt.;P12;3;PLPA-PR-U22-010325-002;ZPM6;110;Przerwa w obwodzie;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONY CZUJNIK;ZWOL CZPT DMNK KWS  NPT  PRRO;KJ 1 PAKOWANIE;PLPA-PR-U22-010325;KJ LINIA 1;1-Zespół kartoniarki K1;1-Zespół kartoniarki K1
PLPA;12679630;1P;07.06.2025;KRASOKRZY1;07.06.2025;12:55:02;07.06.2025;14:27:47;07.06.2025;12:56:11;07.06.2025;14:12:47;X;10127015;PLPA-PR-U12-011312-003;10127015;UGP12;90300020;Pęknięta sprężynka siat.;1,55E+00;H;50000224830;MOBI PRZL ZWZK;;07.06.2025 14:13:47 CET GABRIEL RYCHTA (RYCHTGABR2) Źle klejenie taśmy siat pakowanie ręczne;P05;3;PLPA-PR-U12-011312-003;ZPM5;102;Zacinanie się;;;;;;;;;PLM1;Pęknięta sprężynka siat.;ZAK  CZPT BrMt KWS  MOBI PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespół kartoniarek Abrigo;1 - Zespół kartoniarek Abrigo
PLPA;12679634;PQ;07.06.2025;ZIELIMARE1;07.06.2025;18:19:12;;00:00:00;01.07.2025;09:38:11;01.07.2025;09:39:17;;10079778;PLPA-PR-U21-010172-001;10079778;UGP21;90300020;Rozkręcony siłownik zamykacza;0,00E+00;H;50000226939;MOBI PRZL WTZW ZRZa;;;P02;3;PLPA-PR-U21-010172-001;;;;;;;;;;;;PLM4;Rozkręcony siłownik zamykacza;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T55;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T55;1-Maszyna pakująca IFC T55
PLPA;12679643;1P;07.06.2025;MUSZYGRZE1;07.06.2025;14:19:21;16.06.2025;19:32:01;07.06.2025;17:33:28;16.06.2025;19:17:01;X;10164251;PLPA-PR-U21-010169-002;10164251;UGP21;90300030;Wyrwana wtyczka czujnika widelkowego;2,21E+02;H;50000224619;MOBI PRZL ZWZK;;"16.06.2025 19:17:21 CET KACPER SKRĘTOWSKI (SKRETKACP1) Wymiana wtyczki czujnika widełkowego (20min)
Wymiana wtyczki czujnika w";P02;3;PLPA-PR-U21-010169-002;ZPM6;107;Awaria sterowania;;;;;;;;;PLM1;Wyrwana wtyczka czujnika widelkowego;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T110 2;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T110 2;1-Maszyna pakująca IFC T110 2
PLPA;12679649;1P;07.06.2025;PIATEPAWE1;07.06.2025;20:47:43;08.06.2025;01:45:19;07.06.2025;19:00:43;08.06.2025;01:30:19;X;10191717;PLPA-PR-U31-012016;10191717;UGP31;90300020;USZKODZONY TRANSPORTER;4,96E+00;H;50000224965;PRZL ZWZK;;;P03;3;PLPA-PR-U31-012016;ZPM5;103;Zużycie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONY TRANSPORTER;ZAK  CZPT DMNK KWS  NPT  PRRO;Palarnia orzechów 3 Mini;PLPA-PR-U31;UGP31 NUTELLA + TOASTING;1-Transporter skośny;1-Transporter skośny
PLPA;12679651;1P;07.06.2025;DZIERHUBE1;07.06.2025;14:09:03;07.06.2025;17:48:52;07.06.2025;14:09:59;07.06.2025;16:39:23;X;10216895;PLPA-PR-U12-010801-001;10216895;UGP12;90300030;Spalony silnik od młynka;3,66E+00;H;50000224795;MOBI PRZL ZWZK;;07.06.2025 16:40:32 CET PRZEMYSŁAW PACUCHA (PACUCPRZE1) Wymiana uszkodzonego napędu 196M2 młynka odpadu wafla. Współpraca z;P05;3;PLPA-PR-U12-010801-001;ZPM6;109;Zwarcie;;;;;;;;;PLM1;Spalony silnik od młynka;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;KINDER CARDS PREPARACJA;PLPA-PR-U12-010801;KINDER CARDS;1-Piece i transp. wafla  jasnego - B i D;1-Piece i transp. wafla  jasnego - B i D
PLPA;12679652;1P;07.06.2025;DZIERHUBE1;07.06.2025;19:16:56;08.06.2025;09:36:30;08.06.2025;00:49:20;08.06.2025;00:49:35;;10216895;PLPA-PR-U12-010801-001;10216895;UGP12;90300020;Awaria młynka od pieca D;0,00E+00;H;50000225103;MOBI PRZL ZWZK;;08.06.2025 00:50:06 CET GRZEGORZ BANASIEWICZ (BANASGRZE2) Awaria elektryczna;P05;2;PLPA-PR-U12-010801-001;ZPM6;107;Awaria sterowania;;;;;;;;;PLM1;Awaria młynka od pieca D;ZAK  CZPT BrMt KWS  MOBI PRRO;KINDER CARDS PREPARACJA;PLPA-PR-U12-010801;KINDER CARDS;1-Piece i transp. wafla  jasnego - B i D;1-Piece i transp. wafla  jasnego - B i D
PLPA;12679660;1P;07.06.2025;RYLSKSEBA1;07.06.2025;16:26:41;07.06.2025;16:30:13;07.06.2025;15:15:41;07.06.2025;16:15:13;X;10227357;PLPA-LG-001-100000-002;10227357;FACILITIES;90300020;AWARIA ZASILANIA UKŁ.7 HUB;5,89E-02;H;50000225027;PRZL ZWZK;;07.06.2025 16:30:22 CET SEBASTIAN RYLSKI (RYLSKSEBA1) Zadziałanie zabezpieczenia kontroli faz RCP. Kontrola i czyszczenie poł;P07;3;PLPA-LG-001-100000-002;ZPM6;112;Awria zasilania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;AWARIA ZASILANIA UKŁ.7 HUB;ZWOL CZPT BrMt BŁKL KWS  PRRO;Układnice;PLPA-LG-001-100000;Magazyn wyrobu gotowego HUB;1-Układnica nr.7;1-Układnica nr.7
PLPA;12679667;1P;08.06.2025;GORZYZBIG1;08.06.2025;10:01:46;08.06.2025;11:13:30;08.06.2025;10:03:24;08.06.2025;10:42:12;X;10116394;PLPA-PR-U11-010703-004;10119232;UGP11;90300020;Pas pod przekladaczem do wymiany;1,20E+00;H;50000225028;MOBI PRZL ZWZK;;08.06.2025 10:42:45 CET SEBASTIAN WOJDYNA (WOJDYSEBA1) Wymiana;P11;1;PLPA-PR-U11-010703-004;ZPM5;100;Deformacja;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;Pas pod przekladaczem do wymiany;ZAK  CZPT DMNK KWS  MOBI NPT  PRRO;LINIE PAKUJĄCE T1-0,1,4,5,6,7 RAFFAELLO;PLPA-PR-U11-010703;RAFFAELLO LINIA 2;1-Linia pakowania T1 - 4;2-Pakowarka pozioma 4
PLPA;12679692;1P;07.06.2025;STOKOHUBE1;07.06.2025;23:17:12;08.06.2025;03:00:14;08.06.2025;00:44:19;08.06.2025;00:55:59;X;10101977;PLPA-PR-U43-011445-002;10101977;UGP43;90300020;Wymiana kòłek;3,72E+00;H;50000225045;MOBI PRZL ZWZK;;08.06.2025 00:57:11 CET TOMASZ UKLEJA (UKLEJTOMA1);P04;3;PLPA-PR-U43-011445-002;ZPM5;103;Zużycie;PM1;0010;Część bez kodu magazynowego;;ZPM5;108;utrzymanie ruchu;;PLM1;Wymiana kòłek;ZWOL CZPT BrMt KWS  MOBI PRRO;KB 2. Modelator;PLPA-PR-U43-011445;KB 2.;1-Zespół transporterów za piłkami WG;1-Zespół transporterów za piłkami WG
PLPA;12679693;1P;07.06.2025;RYDZPIOT1;07.06.2025;23:19:44;08.06.2025;05:14:48;07.06.2025;23:26:02;08.06.2025;00:37:37;X;10101286;PLPA-PR-U43-011545-002;10101286;UGP43;90300020;Problem z centrowaniem taśmy pod dekore;5,92E+00;H;50000224870;MOBI PRZL ZWZK;;08.06.2025 00:37:53 CET WOJCIECH ZIELIŃSKI (ZIELIWOJC1);P04;3;PLPA-PR-U43-011545-002;ZPM5;102;Zacinanie się;;;;;;;;;PLM1;Problem z centrowaniem taśmy pod dekore;ZWOL CZPT BrMt KWS  MOBI PRRO;KB 3. Modelator;PLPA-PR-U43-011545;KB 3.;1-Stół dekoracji 1;1-Stół dekoracji 1
PLPA;12679694;1P;07.06.2025;KRZYSTOMA2;07.06.2025;23:22:47;;00:00:00;07.06.2025;21:21:47;07.06.2025;21:51:55;X;10101837;PLPA-PR-U43-011544;10101837;UGP43;90300020;BŁĄD KODÓW GŁOWIC;0,00E+00;H;50000224869;PRZL WTZW;;07.06.2025 23:26:27 CET TOMASZ KRZYSZTOSZEK (KRZYSTOMA2) Przepinanie czujników od kodów w poszczególnych głowicach(formowani;P04;3;PLPA-PR-U43-011544;ZPM6;107;Awaria sterowania;;;;;ZPM5;100;Błąd konstrukcyjny lub zły montaż;;PLM1;BŁĄD KODÓW GŁOWIC;ZWOL CZPT BrMt KWS  PRRO;KB Multipack 2(KB 3);PLPA-PR-U43;UGP43 KINDER BUENO;1-Robot zbiorczy KB 3;1-Robot zbiorczy KB 3
PLPA;12679695;1P;07.06.2025;KRZYSTOMA2;07.06.2025;23:28:16;;00:00:00;07.06.2025;22:01:16;07.06.2025;22:21:22;X;10101092;PLPA-PR-U43-011545-003;10101092;UGP43;90300020;PRASA FOLIJEK 2 BRAK PRACY;0,00E+00;H;50000224871;PRZL WTZW;;07.06.2025 23:30:03 CET TOMASZ KRZYSZTOSZEK (KRZYSTOMA2) Reset softstartu;P04;3;PLPA-PR-U43-011545-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;100;Błąd konstrukcyjny lub zły montaż;;PLM1;PRASA FOLIJEK 2 BRAK PRACY;ZWOL CZPT BrMt KWS  PRRO;KB 3. Pakowanie;PLPA-PR-U43-011545;KB 3.;1-Pakowaczka zbiorcza 1;1-Pakowaczka zbiorcza 1
PLPA;12679698;1P;08.06.2025;DEBECMACI1;08.06.2025;10:22:42;08.06.2025;11:05:50;08.06.2025;10:25:44;08.06.2025;11:05:50;X;10102218;PLPA-PR-U43-011445-003;10102218;UGP43;90300020;Uszkodzone łożysko;7,19E-01;H;50000224946;MOBI PRZL ZWZK;;08.06.2025 10:23:37 CET MACIEJ DĘBECKI (DEBECMACI1) Spowolnienie taśmy/ unieruchomienie taśmy -------------------------------;P04;3;PLPA-PR-U43-011445-003;ZPM5;103;Zużycie;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;Uszkodzone łożysko;ZWOL CZPT BrMt KWS  MOBI PRRO;KB 2. Pakowanie;PLPA-PR-U43-011445;KB 2.;1-Robot T15 6;1-Robot T15 6
PLPA;12679699;1P;08.06.2025;ROTUSPATR1;08.06.2025;10:24:33;;00:00:00;08.06.2025;09:00:00;08.06.2025;10:00:00;X;10126282;PLPA-PR-U12-011312-003;10126282;UGP12;90300020;NR2, AWARIA ROBOTA F4_407;0,00E+00;H;50000224872;PRZL WTZW;;08.06.2025 10:26:04 CET PATRYK ROTUSKI (ROTUSPATR1) awaria robota F4_407, brak potwierdzenia pozycji referencyjnej, próba zerow;P05;3;PLPA-PR-U12-011312-003;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;NR2, AWARIA ROBOTA F4_407;ZAK  CZPT BrMt KWS  PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespół pickerów Schubert;1 - Zespół pickerów Schubert
PLPA;12679712;1P;07.06.2025;MALINKACP1;07.06.2025;20:22:37;08.06.2025;01:12:50;08.06.2025;00:46:37;08.06.2025;00:57:50;X;10126856;PLPA-PR-U12-011312-003;10126856;UGP12;90300020;Nie podaję kleju M4;4,84E+00;H;50000225102;MOBI PRZL ZWZK;;08.06.2025 00:58:55 CET Szymon Macieja (MACIESZYM1) Czyszczenie dyszy;P05;3;PLPA-PR-U12-011312-003;ZPM5;102;Zacinanie się;;;;;;;;;PLM1;Nie podaję kleju M4;ZAK  CZPT BrMt KWS  MOBI PRRO;NUTELLA B-READY PAKOWANIE;PLPA-PR-U12-011312;NUTELLA B-READY;1 - Zespół kartoniarek SCHUBERT;1 - Zespół kartoniarek SCHUBERT
PLPA;12679718;PQ;07.06.2025;BIALEDARI1;07.06.2025;20:57:38;;00:00:00;01.07.2025;09:37:41;01.07.2025;09:37:57;;10079778;PLPA-PR-U21-010172-001;10079778;UGP21;90300020;Źle zawijanie;0,00E+00;H;50000226938;MOBI PRZL WTZW ZRZa;;;P02;3;PLPA-PR-U21-010172-001;;;;;;;;;;;;PLM4;Źle zawijanie;ZWOL CZPT BrMt KWS  MOBI PRRO;FC PAKOWANIE IFC T55;PLPA-PR-U21-010123;FIGURA CAVA;1-Maszyna pakująca IFC T55;1-Maszyna pakująca IFC T55
PLPA;12679724;1P;07.06.2025;STEPOKRZY1;07.06.2025;20:44:22;;00:00:00;07.06.2025;19:00:22;07.06.2025;20:00:19;X;10227848;PLPA-LG-001-100010-005;10227848;FACILITIES;90300020;BŁĄD FALOWNIKA STÓŁ NR.2;0,00E+00;H;50000224849;PRZL WTZW;;07.06.2025 20:47:38 CET KRZYSZTOF STĘPOWSKI (STEPOKRZY1) blokada łańcucha żle ustawiona zębatka wolna prowadzaca regulacja;P07;3;PLPA-LG-001-100010-005;ZPM5;102;Zacinanie się;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;BŁĄD FALOWNIKA STÓŁ NR.2;ZWOL CZPT BrMt BŁKL KWS  PRRO;Przenośnik hala 1;PLPA-LG-001-100010;Magazyn opakowań;1-Przenośniki MECALUX;1-Przenośniki MECALUX
PLPA;12679732;PP;07.06.2025;DABROADAM2;07.06.2025;19:49:31;;00:00:00;07.06.2025;19:49:30;;00:00:00;;10101025;PLPA-PR-U43-011545-001;;UGP31;90300020;WYMIANA POMPY CIASTA;0,00E+00;H;50000225005;PRZL WTZW;;;P03;;;;;;;;;;;;;;PLM7;WYMIANA POMPY CIASTA;ZWOL CZPT BrMt KWS  PRRO;KB 3. Piece z nawilżaczami;PLPA-PR-U43-011545;KB 3.;1-Piec wafla dolnego KB3;
PLPA;12679749;1P;07.06.2025;BIELERAFA2;07.06.2025;20:13:31;07.06.2025;21:34:54;07.06.2025;20:53:33;07.06.2025;21:27:12;X;10107877;PLPA-PR-U31-011331-001;10107877;UGP31;90300020;Regulacja;1,36E+00;H;50000225100;MOBI PRZL ZWZK;;07.06.2025 21:27:48 CET KRZYSZTOF JELEŃ (JELENKRZY1) Regulacja magazynka kartoniarki;P03;3;PLPA-PR-U31-011331-001;ZPM5;100;Deformacja;;;;;;;;;PLM1;Regulacja;ZAK  CZPT BrMt KWS  MOBI PRRO;Nutella 400g;PLPA-PR-U31-011331;Nutella T400;1-Kartoniarka 2;1-Kartoniarka 2
PLPA;12679750;1P;07.06.2025;BIELERAFA2;07.06.2025;20:13:59;07.06.2025;21:35:08;07.06.2025;20:23:32;07.06.2025;20:50:00;X;10107867;PLPA-PR-U31-011331-001;10107867;UGP31;90300020;Regulacja etykiety;1,35E+00;H;50000225044;MOBI PRZL ZWZK;;07.06.2025 20:53:06 CET KRZYSZTOF JELEŃ (JELENKRZY1) Wymiana chwytaków-regulacja;P03;3;PLPA-PR-U31-011331-001;ZPM5;103;Zużycie;;;;;;;;;PLM1;Regulacja etykiety;ZAK  CZPT BrMt KWS  MOBI PRRO;Nutella 400g;PLPA-PR-U31-011331;Nutella T400;1-Etykieciarka T400;1-Etykieciarka T400
PLPA;12679751;1P;07.06.2025;MLODAKRZY1;07.06.2025;21:27:48;;00:00:00;07.06.2025;18:30:48;07.06.2025;19:00:37;X;10101025;PLPA-PR-U43-011545-001;10101025;UGP31;90300020;USZKODZONY PRZEWÓD;0,00E+00;H;50000225120;PRZL WTZW;;07.06.2025 21:32:21 CET KRZYSZTOF MŁODAWSKI (MLODAKRZY1) Uszkodzona wtyczka od czujnika poziomu w zbiorniczku ciasta do nalewan;P03;3;PLPA-PR-U43-011545-001;ZPM6;110;Przerwa w obwodzie;PM1;0020;Brak części;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONY PRZEWÓD;ZWOL CZPT BrMt KWS  PRRO;KB 3. Piece z nawilżaczami;PLPA-PR-U43-011545;KB 3.;1-Piec wafla dolnego KB3;1-Piec wafla dolnego KB3
PLPA;12679754;1P;07.06.2025;MLODAKRZY1;07.06.2025;21:37:40;;00:00:00;07.06.2025;19:10:40;07.06.2025;21:00:39;X;10166738;PLPA-PR-U32-012011-001;10166738;UGP03;90300020;BRAK KOMUNIKACJI Z PANELEM;0,00E+00;H;50000225121;PRZL WTZW;;07.06.2025 21:43:23 CET KRZYSZTOF MŁODAWSKI (MLODAKRZY1) Brak możliwości sterowania z poziomu panela operatorskiego. Reset st;P03;3;PLPA-PR-U32-012011-001;ZPM6;107;Awaria sterowania;PM1;0020;Brak części;;ZPM5;108;utrzymanie ruchu;;PLM1;BRAK KOMUNIKACJI Z PANELEM;ZAK  CZPT BrMt BŁKL KWS  PRRO;Preparacja kremu KJ/KB/KBW;PLPA-PR-U32-012011;PREP. Kremu KB;1-Pięciowalcarka polewy KB W9005;1-Pięciowalcarka polewy KB W9005
PLPA;12679760;1P;07.06.2025;KOLOSLUKA1;07.06.2025;20:17:21;07.06.2025;21:45:00;07.06.2025;20:10:00;07.06.2025;21:30:00;X;10107911;PLPA-PR-U31-011330-001;10107911;UGP31;90300020;AWARIA FALOWNIKA;1,46E+00;H;50000224748;PRZL ZWZK;;07.06.2025 21:55:17 CET ŁUKASZ KOŁOSOWSKI (KOLOSLUKA1) Wymiana i parametryzacja falownika od tamy doprowadzającej karton.;P03;3;PLPA-PR-U31-011330-001;ZPM6;107;Awaria sterowania;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;AWARIA FALOWNIKA;ZAK  CZPT DMNK KWS  NPT  PRRO;Nutella 200g;PLPA-PR-U31-011330;Nutella T200 glass;1-Robot T200;1-Robot T200
PLPA;12679780;1P;07.06.2025;GRZYBSEBA1;07.06.2025;21:04:58;07.06.2025;22:19:00;07.06.2025;21:06:37;07.06.2025;22:17:44;X;10107809;PLPA-PR-U22-010326-002;10107809;UGP22;90300020;Sarong uszkodzone grzebienie;1,23E+00;H;50000224797;MOBI PRZL ZWZK;;07.06.2025 21:05:42 CET Sebastian Grzyb (GRZYBSEBA1) Niesymetryczne wycinanie ---------------------------------------- 07.06.202;P12;2;PLPA-PR-U22-010326-002;ZPM5;103;Zużycie;;;;;ZPM5;108;utrzymanie ruchu;;PLM1;Sarong uszkodzone grzebienie;ZWOL CZPT DMNK KWS  MOBI NPT  PRRO;KJ 2 PAKOWANIE;PLPA-PR-U22-010326;KJ LINIA 2;1-Linia pakowania 2.2;1-Linia pakowania 2.2
PLPA;12679785;1P;08.06.2025;WROBEDANI2;08.06.2025;01:35:25;;00:00:00;08.06.2025;00:55:25;08.06.2025;01:14:20;X;10192204;PLPA-PR-U42-011442-003;10192204;UGP42;90300020;USZKODZONY PRZEWÓD OD TERMOPARY;0,00E+00;H;50000224833;PRZL WTZW;;08.06.2025 01:36:40 CET Daniel Wróbel (WROBEDANI2) Uszkodzony przewód od termopary. Wymiana przewodu.;P04;3;PLPA-PR-U42-011442-003;ZPM6;110;Przerwa w obwodzie;PM1;0040;Części daleko od miejsca naprawy;;ZPM5;108;utrzymanie ruchu;;PLM1;USZKODZONY PRZEWÓD OD TERMOPARY;ZWOL CZPT BrMt KWS  PRRO;KBW 1. Pakowanie;PLPA-PR-U42-011442;KBW 1/COCO;1-Pakowaczka 2;1-Pakowaczka 2
